Institution 1,Institution 2,Institution 3,Serial Number,Chinese Title,Pinyin Title,English Title,Alt Title,Year Range,Note,,
文武散階勛爵類 Honorary Civil and Military Titles,勛爵門 Noble Titles,,3127, 奉國將軍,feng guo jiang jun,Supporter-general of the State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,勛爵門 Noble Titles,,3128, 鎮國中尉,zhen guo zhong wei,Defender-commandant of the State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,勛爵門 Noble Titles,,3129, 輔國中尉,fu guo zhong wei,Bulwark-commandant of the State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,勛爵門 Noble Titles,,3130, 奉國中尉,feng guo zhong wei,Supporter-commandant of the State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3131, 國夫人,mou guo fu ren,Mistress of a Duke,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3132, 侯夫人,mou hou fu ren ,Mistress of a Marquis,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3133, 伯夫人,mou bo fu ren,Mistress of an Earl,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3134, 一品夫人,yi pin fu ren,Lady of Premier Rank,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3135, 夫人,fu ren,Consort ,,,,,In different ranks: 二品夫人 er pin fu ren; 三品夫人 san pin fu ren; 四品夫人 si pin fu ren; 五品夫人 wu pin fu ren; 六品夫人 liu pin fu ren; 七品夫人 qi pin fu ren
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3136, 淑人,shu ren,Lady of Virtue,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3137, 恭人,gong ren,Respectful Lady,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3138, 宜人,yi ren,Lady of Suitability,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3139, 安人,an ren,Lady,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,外命婦門 Noble Ladies,,3140, 孺人,ru ren,Child Nurturess,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3141, 左柱國,zuo zhu guo,Left Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3142, 右柱國,you zhu guo,Right Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3143, 柱國,zhu guo,Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3144, 正治上卿,zheng zhi shang qing,Supreme Chief Minister for Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3145, 正治卿,zheng zhi qing,Chief Minister for Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3146, 資治尹,zi zhi yin,Governor Assisting in Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3147, 資治少尹,zi zhi shao yin,Vice Governor Assisting in Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3148, 贊治尹,zan zhi yin,Governor Participating in Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3149, 贊治少尹,zan zhi shao yin,Vice Governor Participating in Administration,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3150, 修正庶尹,xiu zheng shu yin,Governor Abiding in Rectitude,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文勛階門 Merit-based Civil Titles,,3151, 協正庶尹,xie zheng shu yin,Governor Companion in Rectitude,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3152, 特進榮祿大夫,te jin rong lu da fu,Specially Promoted Grand Master for Glorious Happiness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3153, 特進光祿大夫,te jin guang lu da fu,Specially Promoted Grand Master for Splendid Happiness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3154, 榮祿大夫,rong lu da fu,Grand Master for Glorious Happiness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3155, 光祿大夫,guang lu da fu,Grand Master for Splendid Happiness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3156, 資善大夫,zi shan da fu,Grand Master for Assisting toward Goodness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3157, 資政大夫,zi zheng da fu,Grand Master for Assisting toward Good Governance,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3158, 資德大夫,zi de da fu,Grand Master for Assisting toward Virtue,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3159, 中奉大夫,zhong feng da fu,Grand Master for Palace Attendance,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3160, 通奉大夫,tong feng da fu,Grand Master for Thorough Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3161, 正奉大夫,zheng feng da fu,Grand Master for Proper Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3162, 嘉議大夫,jia yi da fu,Grand Master for Exellent Counsel,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3163, 通議大夫,tong yi da fu,Grand Master for Thorough Counsel,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3164, 正議大夫,zheng yi da fu,Grand Master for Proper Consultation,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3165, 亞中大夫,ya zhong da fu,Lesser Grand Master of the Palace,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3166, 中大夫,zhong da fu,Grand Master of the Palace,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3167, 大中大夫,da zhong da fu,Great Grand Master,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3168, 中順大夫,zhong shun da fu,Grand Master of Palace Accord,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3169, 中憲大夫,zhong xian da fu,Grand Master Exemplar,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3170, 中議大夫,zhong yi da fu,Grand Master for Palace Counsel,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3171, 朝列大夫,chao lie da fu,Grand Master for Court Precedence,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3172, 朝議大夫,chao yi da fu,Grand Master for Court Discussion,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3173, 朝請大夫,chao qing da fu,Grand Master for Court Audience,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3174, 奉議大夫,feng yi da fu,Grand Master for Consultation,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3175, 奉政大夫,feng zheng da fu,Grand Master for Governance,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3176, 奉訓大夫,feng xun da fu,Grand Master for Admonishment,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3177, 奉直大夫,feng zhi da fu,Grand Master for Forthright Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3178, 承直郎,cheng zhi lang,Gentleman for Fostering Uprightness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3179, 承德郎,cheng de lang,Gentleman for Fostering Virtue,,,,,An advanced or elevated title for those whose initial appointment had the title承直郎 cheng zhi lang per H467 
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3180, 承務郎,cheng wu lang,Gentleman for Rendering Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3181, 儒林郎,ru lin lang,Gentleman-Confucian,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3182, 宣德郎,xuan de lang,Court Gentleman of Manifest Virtue,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3183, 承事郎,cheng shi lang,Genleman for Managing Affairs,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3184, 文林郎,wen lin lang ,Gentleman-litterateur,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3185, 宣議郎,xuan yi lang,Court Gentleman for Manifesting Rightness,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3186, 從仕郎,cong shi lang,Gentleman for Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3187, 徵仕郎,zheng shi lang,Gentleman for Summoning,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3188, 迪功郎,di gong lang,Gentleman for Meritorious Achievement,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3189, 修職郎,xiu zhi lang,Gentleman for Good Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3190, 迪功佐郎,di gong zuo lang,Secondary Gentleman for Meritorious Achievement,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3191, 修職佐郎,xiu zhi zuo lang,Secondary Gentleman for Good Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3192, 將仕郎,jiang shi lang,Court Gentleman for Ceremonial Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3193, 登仕郎,deng shi lang,Court Gentleman for Promoted Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3194, 將仕佐郎,jiang shi zuo lang,Assistant Gentleman for Ceremonial Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,文散階門 Prestige Civil Titles,,3195, 登仕佐郎,deng shi zuo lang,Secondary Gentleman for Promoted Service,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3196, 左柱國,zuo zhu guo,Left Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3197, 右柱國,you zhu guo,Right Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3198, 柱國,3199 zhu guo,Pillar of State,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3199, 上護軍,shang hu jun,Senior Military Protector,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3200, 護軍,hu jun,Military Protector,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3201,上輕車都尉,shang qing che du wei,Senior Commandant of Light Chariots,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3202, 輕車都尉,qing che du wei,Commandant of Light Chariots,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3203, 上騎都尉,shang qi du wei,Senior Commandant-in-chief of Cavalry,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3204, 騎都尉,qi du wei,Commandant of Cavalry,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3205, 驍騎尉,xiao qi wei,Commandant of Courageous Guards,,,,,
文武散階勛爵類 Honorary Civil and Military Titles,武勛階門 Merit-Based Military Titles,,3206, 飛騎尉,fei qi wei,Commandant of Flying Cavalry,,,,,
